ori	agency_name	agency_type_name	state	county	lat	lng	is_nibrs
ID0140400	Wilder Police Department	City	ID	CANYON	43.623051	-116.708527	1
ID0140500	Middleton Police Department	City	ID	CANYON			1
ID0150000	Caribou County Sheriff's Office	County	ID	CARIBOU	42.65466	-111.5894	1
ID0150100	Soda Springs Police Department	City	ID	CARIBOU	42.786273	-111.544171	1
ID0160000	Cassia County Sheriff's Office	County	ID	CASSIA	42.535473	-113.79283	1
ID0170000	Clark County Sheriff's Office	County	ID	CLARK	44.286251	-112.36112	1
ID0180000	Clearwater County Sheriff's Office	County	ID	CLEARWATER	46.67257	-115.6535	1
ID0180100	Orofino Police Department	City	ID	CLEARWATER	46.67257	-115.6535	1
ID0190000	Custer County Sheriff's Office	County	ID	CUSTER	44.273341	-114.252251	1
ID0190300	Challis Police Department	City	ID	CUSTER	44.273341	-114.252251	1
ID0200000	Elmore County Sheriff's Office	County	ID	ELMORE	43.137493	-115.67231	1
ID0200200	Mountain Home Police Department	City	ID	ELMORE	43.394677	-115.471204	1
ID0210000	Franklin County Sheriff's Office	County	ID	FRANKLIN	42.096275	-111.87773	1
ID0210100	Preston Police Department	City	ID	FRANKLIN	42.09629	-111.87855	1
ID0220000	Fremont County Sheriff's Office	County	ID	FREMONT	44.218091	-111.484429	1
ID0220100	Ashton Police Department	City	ID	FREMONT			1
ID0220200	St. Anthony Police Department	City	ID	FREMONT	43.96253	-111.68202	1
ID0230000	Gem County Sheriff's Office	County	ID	GEM	43.87561	-116.495476	1
ID0230100	Emmett Police Department	City	ID	GEM	44.061473	-116.398784	1
ID0240000	Gooding County Sheriff's Office	County	ID	GOODING	42.939297	-114.712845	1
ID0240100	Gooding Police Department	City	ID	GOODING	42.940643	-114.715576	1
ID0240200	Wendell Police Department	City	ID	GOODING	42.973185	-114.82142	1
ID0240300	Hagerman Police Department	City	ID	GOODING	42.973185	-114.82142	1
ID0250000	Idaho County Sheriff's Office	County	ID	IDAHO	45.926365	-116.122665	1
ID0250200	Grangeville Police Department	City	ID	IDAHO	45.92685	-116.12123	1
ID0260000	Jefferson County Sheriff's Office	County	ID	JEFFERSON	43.679657	-111.91145	1
ID0260100	Rigby Police Department	City	ID	JEFFERSON	43.796965	-112.318588	1
ID0270000	Jerome County Sheriff's Office	County	ID	JEROME	42.726112	-114.518456	1
ID0270100	Jerome Police Department	City	ID	JEROME	42.723957	-114.51839	1
ID0280000	Kootenai County Sheriff's Office	County	ID	KOOTENAI	47.677113	-116.694918	1
ID0280100	Coeur d'Alene Police Department	City	ID	KOOTENAI	47.715008	-116.80246	1
ID0280200	Post Falls Police Department	City	ID	KOOTENAI	47.714752	-116.92871	1
ID0280400	Spirit Lake Police Department	City	ID	KOOTENAI	47.677113	-116.694918	1
ID0280500	Rathdrum Police Department	City	ID	KOOTENAI	47.810562	-116.89777	1
ID0290000	Latah County Sheriff's Office	County	ID	LATAH	46.81892	-116.730974	1
ID0290500	Moscow Police Department	City	ID	LATAH	46.73173	-117.00105	1
ID0300000	Lemhi County Sheriff's Office	County	ID	LEMHI	44.928789	-113.887841	1
ID0300200	Salmon Police Department	City	ID	LEMHI	44.928789	-113.887841	1
ID0310000	Lewis County Sheriff's Office	County	ID	LEWIS	46.23299	-116.24048	1
ID0320000	Lincoln County Sheriff's Office	County	ID	LINCOLN	42.93367	-114.40767	1
ID0330000	Madison County Sheriff's Office	County	ID	MADISON	43.82606	-111.77962	1
ID0330100	Rexburg Police Department	City	ID	MADISON	43.789709	-111.65655	1
ID0340000	Minidoka County Sheriff's Office	County	ID	MINIDOKA	42.856937	-113.64001	1
ID0340100	Rupert Police Department	City	ID	MINIDOKA	42.856937	-113.64001	1
ID0340200	Heyburn Police Department	City	ID	MINIDOKA	42.856937	-113.64001	1
ID0350000	Nez Perce County Sheriff's Office	County	ID	NEZ PERCE	46.333766	-116.760903	1
ID0350200	Lewiston Police Department	City	ID	NEZ PERCE	46.4178	-117.01638	1
ID0360000	Oneida County Sheriff's Office	County	ID	ONEIDA	42.186516	-112.244606	1
ID0370000	Owyhee County Sheriff's Office	County	ID	OWYHEE	42.593063	-116.142655	1
ID0370100	Homedale Police Department	City	ID	OWYHEE	42.593063	-116.142655	1
ID0380000	Payette County Sheriff's Office	County	ID	PAYETTE	44.07812	-116.93004	1
ID0380100	Fruitland Police Department	City	ID	PAYETTE	44.00274	-116.748655	1
ID0380300	Payette Police Department	City	ID	PAYETTE	44.0748	-116.9365	1
ID0390000	Power County Sheriff's Office	County	ID	POWER	42.782623	-112.848564	1
ID0390100	American Falls Police Department	City	ID	POWER	42.694126	-112.844407	1
ID0400000	Shoshone County Sheriff's Office	County	ID	SHOSHONE	47.471626	-115.92217	1
ID0400100	Kellogg Police Department	City	ID	SHOSHONE	47.538784	-116.13882	1
ID0400300	Osburn Police Department	City	ID	SHOSHONE	47.347694	-115.885092	1
ID0400400	Pinehurst Police Department	City	ID	SHOSHONE	47.347694	-115.885092	1
ID0410000	Teton County Sheriff's Office	County	ID	TETON	43.760994	-111.211765	1
ID0420000	Twin Falls County Sheriff's Office	County	ID	TWIN FALLS	42.352309	-114.665639	1
ID0420100	Buhl Police Department	City	ID	TWIN FALLS	42.599926	-114.761	1
ID0420200	Twin Falls Police Department	City	ID	TWIN FALLS	42.352309	-114.665639	1
ID0420300	Kimberly Police Department	City	ID	TWIN FALLS	42.352309	-114.665639	1
ID0420400	Filer Police Department	City	ID	TWIN FALLS	42.352309	-114.665639	1
ID0430000	Valley County Sheriff's Office	County	ID	VALLEY	44.771531	-115.637875	1
ID0430100	McCall Police Department	City	ID	VALLEY	44.909325	-116.098175	1
ID0440000	Washington County Sheriff's Office	County	ID	WASHINGTON	44.24683	-116.965866	1
ID0440100	Weiser Police Department	City	ID	WASHINGTON	44.24683	-116.965866	1
IDDI00400	Nez Perce Tribal	Tribal	ID	NOT SPECIFIED	46.333766	-116.760903	1
IDDI00900	Coeur d'Alene Tribal	Tribal	ID	NOT SPECIFIED	47.218451	-116.633541	1
IDDI01100	Kootenai Tribal	Tribal	ID	NOT SPECIFIED			1
IDISP0000	Idaho State Police	State Police	ID	NOT SPECIFIED	43.598454	-116.384605	1
IDLOT0000	Idaho State Lottery Security Division	Other State Agency	ID	NOT SPECIFIED			1
IL0010000	Adams County Sheriff's Office	County	IL	ADAMS	39.934517	-91.40799	1
IL0010100	Camp Point Police Department	City	IL	ADAMS	40.039932	-91.0664	0
IL0010300	Quincy Police Department	City	IL	ADAMS	39.931683	-91.40334	1
IL0010800	John Wood Community College	University or College	IL	ADAMS	39.986052	-91.194961	1
IL0020000	Alexander County Sheriff's Office	County	IL	ALEXANDER	37.004906	-89.175995	1
IL0020100	Cairo Police Department	City	IL	ALEXANDER	37.002796	-89.17247	0
IL0030000	Bond County Sheriff's Office	County	IL	BOND	38.8887	-89.412445	1
IL0030100	Greenville Police Department	City	IL	BOND	38.889313	-89.41342	1
IL0030200	Pocahontas Police Department	City	IL	BOND			0
IL0030300	Sorento Police Department	City	IL	BOND	38.885924	-89.436592	0
IL0030500	Pierron Police Department	City	IL	BOND, MADISON	38.885924	-89.436592	0
IL0040000	Boone County Sheriff's Office	County	IL	BOONE	42.264786	-88.84539	1
IL0040100	Belvidere Police Department	City	IL	BOONE	42.318983	-88.824295	1
IL0050000	Brown County Sheriff's Office	County	IL	BROWN	39.98675	-90.76378	1
IL0050100	Mount Sterling Police Department	City	IL	BROWN	39.985912	-90.765884	1
IL0060000	Bureau County Sheriff's Office	County	IL	BUREAU	41.36806	-89.466446	1
IL0060100	Buda Police Department	City	IL	BUREAU	41.401304	-89.528377	1
IL0060200	De Pue Police Department	City	IL	BUREAU	41.401304	-89.528377	0
IL0060300	Ladd Police Department	City	IL	BUREAU	41.401304	-89.528377	1
IL0060400	Princeton Police Department	City	IL	BUREAU	41.384266	-89.45636	1
IL0060600	Spring Valley Police Department	City	IL	BUREAU	41.326485	-89.19818	1
IL0060700	Walnut Police Department	City	IL	BUREAU	41.401304	-89.528377	0
IL0061000	La Moille Police Department	City	IL	BUREAU	41.401304	-89.528377	0
IL0061400	Bureau Police Department	City	IL	BUREAU	41.401304	-89.528377	0
IL0061500	Neponset Police Department	City	IL	BUREAU	41.401304	-89.528377	0
IL0061600	Cherry Police Department	City	IL	BUREAU			1
IL0070000	Calhoun County Sheriff's Office	County	IL	CALHOUN	39.164262	-90.666295	1
IL0070100	Hardin Police Department	City	IL	CALHOUN	39.164262	-90.666295	0
IL0080000	Carroll County Sheriff's Office	County	IL	CARROLL	42.100468	-89.978806	1
IL0080100	Chadwick Police Department	City	IL	CARROLL	42.059084	-89.926485	0
IL0080200	Lanark Police Department	City	IL	CARROLL	42.102947	-89.83307	1
IL0080300	Milledgeville Police Department	City	IL	CARROLL	42.059084	-89.926485	1
IL0080400	Mount Carroll Police Department	City	IL	CARROLL	42.100483	-89.97884	1
IL0080500	Savanna Police Department	City	IL	CARROLL	42.090908	-90.15475	0
IL0080600	Shannon Police Department	City	IL	CARROLL	42.059084	-89.926485	1
IL0080700	Thomson Police Department	City	IL	CARROLL	42.059084	-89.926485	0
IL0090000	Cass County Sheriff's Office	County	IL	CASS	39.951588	-90.210526	1
IL0090100	Ashland Police Department	City	IL	CASS	39.887833	-90.00718	1
IL0090200	Beardstown Police Department	City	IL	CASS	39.969202	-90.245704	1
IL0090300	Virginia Police Department	City	IL	CASS	39.950294	-90.21156	0
IL0090600	Chandlerville Police Department	City	IL	CASS			1
IL0100000	Champaign County Sheriff's Office	County	IL	CHAMPAIGN	40.112507	-88.20559	1
IL0100100	Champaign Police Department	City	IL	CHAMPAIGN	40.116344	-88.23911	1
IL0100300	Mahomet Police Department	City	IL	CHAMPAIGN	40.1919	-88.403824	1
IL0100400	Rantoul Police Department	City	IL	CHAMPAIGN	40.311996	-88.15828	1
IL0100500	Tolono Police Department	City	IL	CHAMPAIGN	40.13915	-88.197201	1
IL0100600	Urbana Police Department	City	IL	CHAMPAIGN	39.96348	-88.34521	1
IL0100700	University of Illinois: Urbana	University or College	IL	CHAMPAIGN	40.13915	-88.197201	1
IL0100800	Fisher Police Department	City	IL	CHAMPAIGN	40.13915	-88.197201	1
IL0101100	Gifford Police Department	City	IL	CHAMPAIGN	40.13915	-88.197201	1
IL0101300	Ludlow Police Department	City	IL	CHAMPAIGN	40.13915	-88.197201	0
IL0101500	Parkland College	University or College	IL	CHAMPAIGN	40.12754	-88.28658	1
IL0110000	Christian County Sheriff's Office	County	IL	CHRISTIAN	39.545524	-89.279593	1
IL0110100	Pana Police Department	City	IL	CHRISTIAN, SHELBY	39.387722	-89.08104	1
IL0110200	Taylorville Police Department	City	IL	CHRISTIAN	39.55031	-89.29512	1
IL0110300	Kincaid Police Department	City	IL	CHRISTIAN	39.545524	-89.279593	1
IL0110400	Stonington Police Department	City	IL	CHRISTIAN	39.545524	-89.279593	0
IL0110500	Assumption Police Department	City	IL	CHRISTIAN	39.519127	-89.05005	1
IL0110600	Edinburg Police Department	City	IL	CHRISTIAN	39.545524	-89.279593	1
IL0110700	Morrisonville Police Department	City	IL	CHRISTIAN			1
IL0120000	Clark County Sheriff's Office	County	IL	CLARK	39.39111	-87.697495	1
IL0120100	Casey Police Department	City	IL	CLARK, CUMBERLAND	39.29887	-87.99421	1
IL0120200	Marshall Police Department	City	IL	CLARK	39.332364	-87.791687	1
IL0120300	Martinsville Police Department	City	IL	CLARK	39.332364	-87.791687	1
IL0130000	Clay County Sheriff's Office	County	IL	CLAY	38.747312	-88.483789	1
IL0130200	Flora Police Department	City	IL	CLAY	38.669437	-88.48465	1
IL0140000	Clinton County Sheriff's Office	County	IL	CLINTON	38.61018	-89.36788	1
IL0140100	Beckemeyer Police Department	City	IL	CLINTON	38.606423	-89.423136	1
IL0140200	Breese Police Department	City	IL	CLINTON	38.607517	-89.60945	1
IL0140300	Carlyle Police Department	City	IL	CLINTON	38.610176	-89.36834	1
IL0140400	New Baden Police Department	City	IL	CLINTON, ST CLAIR	38.53508	-89.69929	1
IL0140500	Trenton Police Department	City	IL	CLINTON	38.603107	-89.68259	1
IL0140600	Albers Police Department	City	IL	CLINTON	38.606423	-89.423136	1
IL0140700	Aviston Police Department	City	IL	CLINTON	38.606423	-89.423136	1
IL0141300	Germantown Police Department	City	IL	CLINTON	38.606423	-89.423136	1
IL0141500	Kaskaskia College	University or College	IL	CLINTON			1
IL0150000	Coles County Sheriff's Office	County	IL	COLES	39.49376	-88.17438	1
IL0150200	Charleston Police Department	City	IL	COLES	39.49434	-88.175545	1
IL0150300	Mattoon Police Department	City	IL	COLES	39.51368	-88.220782	1
IL0150600	Eastern Illinois University	University or College	IL	COLES	39.51368	-88.220782	1
IL0150900	Lake Land College	University or College	IL	COLES	39.51368	-88.220782	1
IL0160000	Cook County Sheriff's Office	County	IL	COOK	41.894294	-87.645455	1
IL0160100	Alsip Police Department	City	IL	COOK	41.669193	-87.73162	1
IL0160200	Arlington Heights Police Department	City	IL	COOK	42.081783	-87.98046	1
IL0160300	Barrington Police Department	City	IL	COOK, LAKE	42.16161	-88.1434	1
IL0160400	Barrington Hills Police Department	City	IL	COOK, KANE, LAKE, MCHENRY	42.197117	-88.2176	1
IL0160500	Bartlett Police Department	City	IL	COOK, DUPAGE, KANE	41.99086	-88.18454	1
IL0160600	Bedford Park Police Department	City	IL	COOK	41.775127	-87.81529	1
IL0160700	Bellwood Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0160800	Berkeley Police Department	City	IL	COOK	41.882126	-87.91366	1
IL0160900	Berwyn Police Department	City	IL	COOK	41.836037	-87.787445	1
IL0161000	Blue Island Police Department	City	IL	COOK	41.656208	-87.68256	1
IL0161100	Bridgeview Police Department	City	IL	COOK	41.755188	-87.80487	0
IL0161200	Broadview Police Department	City	IL	COOK	41.894294	-87.645455	0
IL0161300	Brookfield Police Department	City	IL	COOK	41.822517	-87.84271	1
IL0161400	Buffalo Grove Police Department	City	IL	COOK, LAKE	42.1529	-87.96767	1
IL0161500	Burnham Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0161700	Calumet City Police Department	City	IL	COOK	41.615463	-87.55413	1
IL0161800	Calumet Park Police Department	City	IL	COOK	41.668304	-87.65376	1
IL0161900	Chicago Heights Police Department	City	IL	COOK	41.50243	-87.63595	1
IL0161A00	Sauk Village Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0161B00	Stone Park Police Department	City	IL	COOK	41.901108	-87.883736	1
IL0161C00	Willow Springs Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0161L00	Chicago Fire Department Arson Investigations	Other	IL	COOK	41.864697	-87.640656	0
IL0161P00	Oak Forest Health Center	Other	IL	COOK	41.60316	-87.7365	0
IL0162000	Chicago Ridge Police Department	City	IL	COOK	41.702793	-87.7793	1
IL0162100	Cicero Police Department	City	IL	COOK	41.844807	-87.74826	1
IL0162200	Country Club Hills Police Department	City	IL	COOK	41.571697	-87.706696	1
IL0162300	Countryside Police Department	City	IL	COOK	41.789726	-87.85888	1
IL0162400	Crestwood Police Department	City	IL	COOK	41.641247	-87.73788	1
IL0162500	Des Plaines Police Department	City	IL	COOK	42.042133	-87.888695	1
IL0162600	Dixmoor Police Department	City	IL	COOK	41.626278	-87.65764	0
IL0162700	Dolton Police Department	City	IL	COOK	41.639812	-87.609985	0
IL0162900	East Hazel Crest Police Department	City	IL	COOK	41.576813	-87.64854	1
IL0162A00	Schaumburg Police Department	City	IL	COOK	42.026466	-88.102936	1
IL0162B00	Streamwood Police Department	City	IL	COOK	42.01062	-88.16846	1
IL0162C00	Wilmette Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0162F9E	Belt Railway	Other	IL	COOK	41.767036	-87.76129	1
IL0162X9E	Northwestern University: Evanston	University or College	IL	COOK			0
IL0163000	Elk Grove Village Police Department	City	IL	COOK	42.003506	-88.00918	1
IL0163100	Elmwood Park Police Department	City	IL	COOK	41.92342	-87.81194	1
IL0163200	Evanston Police Department	City	IL	COOK	42.044216	-87.68356	1
IL016325A	Illinois Attorney General, Medicaid Fraud Control Unit	Other State Agency	IL	NOT SPECIFIED			0
IL0163300	Evergreen Park Police Department	City	IL	COOK	41.72214	-87.70191	1
IL0163400	Flossmoor Police Department	City	IL	COOK	41.542557	-87.68532	1
IL0163500	Forest Park Police Department	City	IL	COOK	41.876747	-87.81457	1
IL0163600	Forest View Police Department	City	IL	COOK	41.808594	-87.79711	1
IL0163700	Franklin Park Police Department	City	IL	COOK	41.9368	-87.86413	1
IL0163800	Glencoe Police Department	City	IL	COOK	42.13335	-87.757614	1
IL0163900	Glenview Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0163A00	Schiller Park Police Department	City	IL	COOK	41.954773	-87.86553	0
IL0163B00	Summit Police Department	City	IL	COOK	41.78578	-87.8111	1
IL0163C00	Winnetka Police Department	City	IL	COOK	42.126747	-87.75121	1
IL0163H00	Metropolitan Water Reclamation District of Greater Chicago	Other	IL	COOK	41.821484	-87.78204	1
IL0164000	Glenwood Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0164100	Golf Police Department	City	IL	COOK	42.05881	-87.79693	1
IL0164200	Hanover Park Police Department	City	IL	COOK, DUPAGE	41.99101	-88.158226	1
IL0164300	Harvey Police Department	City	IL	COOK	41.61171	-87.67151	1
IL0164400	Harwood Heights Police Department	City	IL	COOK	41.963577	-87.81066	1
IL0164500	Hazel Crest Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0164600	Hickory Hills Police Department	City	IL	COOK	41.732742	-87.83824	1
IL0164700	Hillside Police Department	City	IL	COOK	41.878956	-87.90815	1
IL0164900	Hodgkins Police Department	City	IL	COOK	41.783108	-87.856964	1
IL0164A00	Skokie Police Department	City	IL	COOK	42.01612	-87.76066	1
IL0164B00	Thornton Police Department	City	IL	COOK	41.57647	-87.6097	1
IL0164C00	Worth Police Department	City	IL	COOK	41.69004	-87.79561	1
IL0164K00	Cook County Hospital	Other	IL	COOK	41.894294	-87.645455	0
IL0164M9E	Burlington Northern Santa Fe Railway	Other	IL	COOK	41.824177	-87.71475	0
IL0164X00	Canadian National Railway	Other	IL	COOK	41.569046	-87.65578	0
IL0164Z9E	Norfolk Southern Railway: Cook County	Other	IL	COOK	41.702854	-87.57352	0
IL0165000	Hoffman Estates Police Department	City	IL	COOK	42.048325	-88.10774	1
IL0165100	Hometown Police Department	City	IL	COOK	41.728962	-87.72988	1
IL0165200	Homewood Police Department	City	IL	COOK	41.563377	-87.66544	1
IL0165300	Indian Head Park Police Department	City	IL	COOK	41.77169	-87.8948	1
IL0165400	Inverness Police Department	City	IL	COOK	42.12435	-88.078354	1
IL0165500	Justice Police Department	City	IL	COOK	41.748386	-87.840324	1
IL0165600	Kenilworth Police Department	City	IL	COOK	42.08655	-87.71656	1
IL0165700	La Grange Police Department	City	IL	COOK	41.8151	-87.87351	1
IL0165800	La Grange Park Police Department	City	IL	COOK	41.82238	-87.87375	1
IL0165900	Lansing Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0165A00	South Barrington Police Department	City	IL	COOK	42.077213	-88.141136	1
IL0165F9E	Indiana Harbor Belt Railroad	Other	IL	COOK	41.63895	-87.641525	0
IL0165H9E	CSX Transportation	Other	IL	COOK	41.647438	-87.64089	0
IL0165K00	Cook County Forest Preserve	Other	IL	COOK	41.890553	-87.80514	1
IL0165M00	Tinley Park Police Department	City	IL	COOK, WILL	41.558353	-87.80897	1
IL0165N00	Union Pacific Railroad: Cook County	Other	IL	COOK	41.905663	-87.91553	0
IL0166000	Lemont Police Department	City	IL	COOK, DUPAGE, WILL	41.656998	-87.9794	1
IL0166100	Lincolnwood Police Department	City	IL	COOK	41.894294	-87.645455	1
IL0166200	Lynwood Police Department	City	IL	COOK	41.894294	-87.645455	0
IL0166300	Lyons Police Department	City	IL	COOK	41.81432	-87.82566	0
IL0166400	McCook Police Department	City	IL	COOK	41.80036	-87.83257	1
IL0166500	Markham Police Department	City	IL	COOK	41.5932	-87.69424	0
